EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
2059,35,Travel_Rarely,Research & Development,18,5,Research Scientist,65380,2.0,16,3,7,6,3.0,2.0,4.0,3,3
2060,34,Travel_Frequently,Research & Development,6,2,Research Director,43060,0.0,11,2,13,4,4.0,1.0,3.0,3,3
2060,34,Travel_Frequently,Research & Development,6,2,Research Director,43060,0.0,11,2,13,4,4.0,1.0,3.0,3,3
2061,35,Travel_Frequently,Research & Development,3,3,Laboratory Technician,22580,1.0,11,2,2,2,4.0,4.0,4.0,3,3
2061,35,Travel_Frequently,Research & Development,3,3,Laboratory Technician,22580,1.0,11,2,2,2,4.0,4.0,4.0,3,3
6472,43,Travel_Rarely,Sales,5,3,Research Scientist,45220,8.0,15,3,4,1,1.0,3.0,2.0,3,3
2063,32,Non-Travel,Research & Development,11,2,Research Scientist,44870,1.0,11,5,1,0,3.0,1.0,3.0,2,3
2063,32,Non-Travel,Research & Development,11,2,Research Scientist,44870,1.0,11,5,1,0,3.0,1.0,3.0,2,3
2064,56,Travel_Rarely,Research & Development,3,2,Healthcare Representative,44490,4.0,15,3,5,4,4.0,1.0,3.0,1,3
2064,56,Travel_Rarely,Research & Development,3,2,Healthcare Representative,44490,4.0,15,3,5,4,4.0,1.0,3.0,1,3
2065,29,Travel_Rarely,Research & Development,26,1,Laboratory Technician,22180,1.0,24,1,10,0,2.0,4.0,3.0,3,4
2065,29,Travel_Rarely,Research & Development,26,1,Laboratory Technician,22180,1.0,24,1,10,0,2.0,4.0,3.0,3,4
2066,19,Travel_Rarely,Research & Development,23,4,Laboratory Technician,191970,1.0,12,2,1,0,3.0,1.0,3.0,3,3
2066,19,Travel_Rarely,Research & Development,23,4,Laboratory Technician,191970,1.0,12,2,1,0,3.0,1.0,3.0,3,3
2067,45,Travel_Rarely,Research & Development,22,3,Sales Representative,132120,4.0,13,4,3,0,1.0,3.0,2.0,3,3
2067,45,Travel_Rarely,Research & Development,22,3,Sales Representative,132120,4.0,13,4,3,0,1.0,3.0,2.0,3,3
2068,37,Travel_Rarely,Research & Development,14,4,Research Scientist,65770,1.0,13,1,14,3,4.0,4.0,2.0,1,3
2068,37,Travel_Rarely,Research & Development,14,4,Research Scientist,65770,1.0,13,1,14,3,4.0,4.0,2.0,1,3
2069,20,Travel_Rarely,Research & Development,6,3,Research Director,83920,1.0,17,5,2,1,1.0,3.0,2.0,3,3
2069,20,Travel_Rarely,Research & Development,6,3,Research Director,83920,1.0,17,5,2,1,1.0,3.0,2.0,3,3
6480,44,Travel_Rarely,Human Resources,6,2,Sales Executive,45580,1.0,13,2,6,0,3.0,3.0,3.0,1,3
2071,53,Travel_Rarely,Research & Development,6,4,Research Director,40310,3.0,12,3,7,4,4.0,3.0,3.0,2,3
2071,53,Travel_Rarely,Research & Development,6,4,Research Director,40310,3.0,12,3,7,4,4.0,3.0,3.0,2,3
2072,29,Travel_Rarely,Research & Development,23,3,Sales Executive,79690,0.0,14,3,5,1,2.0,4.0,2.0,3,3
2072,29,Travel_Rarely,Research & Development,23,3,Sales Executive,79690,0.0,14,3,5,1,2.0,4.0,2.0,3,3
6483,22,Travel_Frequently,Research & Development,22,4,Sales Representative,26540,0.0,24,5,0,0,3.0,4.0,3.0,2,4
2074,46,Travel_Rarely,Research & Development,2,3,Research Scientist,165550,8.0,14,4,26,15,3.0,1.0,3.0,3,3
2074,46,Travel_Rarely,Research & Development,2,3,Research Scientist,165550,8.0,14,4,26,15,3.0,1.0,3.0,3,3
2075,44,Non-Travel,Research & Development,20,3,Sales Representative,45560,2.0,13,4,0,0,4.0,3.0,3.0,3,3
2075,44,Non-Travel,Research & Development,20,3,Sales Representative,45560,2.0,13,4,0,0,4.0,3.0,3.0,3,3
2076,33,Travel_Rarely,Research & Development,28,4,Manager,60910,1.0,15,6,5,1,2.0,3.0,3.0,1,3
2076,33,Travel_Rarely,Research & Development,28,4,Manager,60910,1.0,15,6,5,1,2.0,3.0,3.0,1,3
6487,41,Non-Travel,Research & Development,12,3,Sales Representative,195660,6.0,16,2,1,0,1.0,1.0,1.0,4,3
2078,30,Travel_Rarely,Sales,20,3,Sales Executive,48100,8.0,18,3,4,0,3.0,1.0,3.0,2,3
2078,30,Travel_Rarely,Sales,20,3,Sales Executive,48100,8.0,18,3,4,0,3.0,1.0,3.0,2,3
2079,40,Travel_Frequently,Sales,9,3,Manufacturing Director,45230,5.0,16,5,0,0,2.0,2.0,3.0,4,3
2079,40,Travel_Frequently,Sales,9,3,Manufacturing Director,45230,5.0,16,5,0,0,2.0,2.0,3.0,4,3
2080,50,Travel_Frequently,Research & Development,25,4,Healthcare Representative,32020,2.0,24,2,2,2,4.0,1.0,,3,4
2080,50,Travel_Frequently,Research & Development,25,4,Healthcare Representative,32020,2.0,24,2,2,2,4.0,1.0,,3,4
2081,28,Travel_Rarely,Research & Development,6,3,Research Scientist,23510,1.0,16,4,6,3,4.0,1.0,3.0,3,3
2081,28,Travel_Rarely,Research & Development,6,3,Research Scientist,23510,1.0,16,4,6,3,4.0,1.0,3.0,3,3
2082,46,Travel_Rarely,Research & Development,8,4,Manager,17020,5.0,21,2,4,0,4.0,2.0,3.0,3,4
2082,46,Travel_Rarely,Research & Development,8,4,Manager,17020,5.0,21,2,4,0,4.0,2.0,3.0,3,4
2083,35,Travel_Rarely,Sales,4,4,Laboratory Technician,180410,3.0,20,3,7,1,3.0,1.0,3.0,2,4
2083,35,Travel_Rarely,Sales,4,4,Laboratory Technician,180410,3.0,20,3,7,1,3.0,1.0,3.0,2,4
6494,24,Travel_Rarely,Human Resources,28,4,Manufacturing Director,28860,1.0,19,5,1,0,4.0,2.0,1.0,3,3
2085,33,Travel_Frequently,Research & Development,9,2,Sales Executive,20970,1.0,14,5,10,0,2.0,3.0,2.0,2,3
2085,33,Travel_Frequently,Research & Development,9,2,Sales Executive,20970,1.0,14,5,10,0,2.0,3.0,2.0,2,3
2086,36,Travel_Rarely,Research & Development,9,2,Sales Executive,119350,1.0,11,6,7,1,3.0,3.0,3.0,4,3
2086,36,Travel_Rarely,Research & Development,9,2,Sales Executive,119350,1.0,11,6,7,1,3.0,3.0,3.0,4,3
2087,30,Travel_Rarely,Sales,29,3,Sales Executive,25460,1.0,14,2,10,8,3.0,3.0,2.0,3,3
2087,30,Travel_Rarely,Sales,29,3,Sales Executive,25460,1.0,14,2,10,8,3.0,3.0,2.0,3,3
2088,44,Travel_Rarely,Research & Development,3,4,Research Scientist,25640,1.0,12,3,20,13,4.0,4.0,3.0,1,3
2088,44,Travel_Rarely,Research & Development,3,4,Research Scientist,25640,1.0,12,3,20,13,4.0,4.0,3.0,1,3
2089,20,Travel_Rarely,Research & Development,18,4,Human Resources,84120,1.0,13,2,2,2,3.0,4.0,3.0,2,3
2089,20,Travel_Rarely,Research & Development,18,4,Human Resources,84120,1.0,13,2,2,2,3.0,4.0,3.0,2,3
2090,46,Travel_Rarely,Sales,9,1,Sales Executive,141180,2.0,22,3,6,1,4.0,4.0,2.0,3,4
2090,46,Travel_Rarely,Sales,9,1,Sales Executive,141180,2.0,22,3,6,1,4.0,4.0,2.0,3,4
2091,42,Non-Travel,Research & Development,5,4,Sales Executive,170460,7.0,11,3,4,0,4.0,1.0,4.0,2,3
2091,42,Non-Travel,Research & Development,5,4,Sales Executive,170460,7.0,11,3,4,0,4.0,1.0,4.0,2,3
2092,60,Travel_Rarely,Sales,2,2,Sales Executive,25640,0.0,14,3,11,1,2.0,4.0,3.0,3,3
2092,60,Travel_Rarely,Sales,2,2,Sales Executive,25640,0.0,14,3,11,1,2.0,4.0,3.0,3,3
2093,32,Travel_Frequently,Sales,10,3,Sales Executive,102660,1.0,11,3,2,2,3.0,2.0,3.0,3,3
2093,32,Travel_Frequently,Sales,10,3,Sales Executive,102660,1.0,11,3,2,2,3.0,2.0,3.0,3,3
2094,32,Travel_Frequently,Research & Development,9,3,Research Scientist,50700,4.0,12,6,8,0,4.0,3.0,3.0,3,3
2094,32,Travel_Frequently,Research & Development,9,3,Research Scientist,50700,4.0,12,6,8,0,4.0,3.0,3.0,3,3
2095,36,Travel_Rarely,Sales,3,2,Healthcare Representative,178610,2.0,18,2,7,7,3.0,1.0,3.0,2,3
2095,36,Travel_Rarely,Sales,3,2,Healthcare Representative,178610,2.0,18,2,7,7,3.0,1.0,3.0,2,3
2096,33,Travel_Rarely,Sales,26,2,Research Scientist,42300,0.0,12,0,14,4,1.0,4.0,3.0,3,3
2096,33,Travel_Rarely,Sales,26,2,Research Scientist,42300,0.0,12,0,14,4,1.0,4.0,3.0,3,3
2097,40,Travel_Rarely,Research & Development,1,3,Research Scientist,37800,7.0,12,2,5,1,2.0,2.0,4.0,1,3
2097,40,Travel_Rarely,Research & Development,1,3,Research Scientist,37800,7.0,12,2,5,1,2.0,2.0,4.0,1,3
2098,25,Travel_Rarely,Research & Development,6,2,Laboratory Technician,27680,0.0,22,0,4,1,3.0,4.0,3.0,3,4
2098,25,Travel_Rarely,Research & Development,6,2,Laboratory Technician,27680,0.0,22,0,4,1,3.0,4.0,3.0,3,4
2099,30,Travel_Rarely,Sales,9,3,Research Scientist,90710,0.0,19,2,11,5,4.0,2.0,3.0,2,3
2099,30,Travel_Rarely,Sales,9,3,Research Scientist,90710,0.0,19,2,11,5,4.0,2.0,3.0,2,3
2100,42,Travel_Frequently,Human Resources,8,2,Sales Executive,106480,3.0,13,1,1,0,1.0,1.0,3.0,3,3
2100,42,Travel_Frequently,Human Resources,8,2,Sales Executive,106480,3.0,13,1,1,0,1.0,1.0,3.0,3,3
2101,35,Non-Travel,Research & Development,1,1,Sales Executive,136100,4.0,22,4,13,4,3.0,4.0,2.0,2,4
2101,35,Non-Travel,Research & Development,1,1,Sales Executive,136100,4.0,22,4,13,4,3.0,4.0,2.0,2,4
2102,27,Travel_Rarely,Research & Development,7,3,Manufacturing Director,34080,1.0,24,2,9,6,1.0,1.0,2.0,3,4
2102,27,Travel_Rarely,Research & Development,7,3,Manufacturing Director,34080,1.0,24,2,9,6,1.0,1.0,2.0,3,4
2103,54,Travel_Frequently,Research & Development,9,2,Sales Representative,29830,7.0,14,2,5,1,4.0,3.0,1.0,2,3
2103,54,Travel_Frequently,Research & Development,9,2,Sales Representative,29830,7.0,14,2,5,1,4.0,3.0,1.0,2,3
2104,44,Travel_Rarely,Human Resources,4,4,Laboratory Technician,76320,1.0,21,3,10,7,1.0,4.0,3.0,3,4
2104,44,Travel_Rarely,Human Resources,4,4,Laboratory Technician,76320,1.0,21,3,10,7,1.0,4.0,3.0,3,4
6515,19,Non-Travel,Sales,2,2,Healthcare Representative,98240,1.0,18,2,1,0,1.0,2.0,4.0,3,3
2106,29,Travel_Rarely,Research & Development,19,4,Manufacturing Director,99500,1.0,20,3,3,1,1.0,4.0,3.0,3,4
2106,29,Travel_Rarely,Research & Development,19,4,Manufacturing Director,99500,1.0,20,3,3,1,1.0,4.0,3.0,3,4
2107,54,Travel_Rarely,Research & Development,9,4,Sales Executive,20930,3.0,19,2,10,0,4.0,4.0,3.0,3,3
2107,54,Travel_Rarely,Research & Development,9,4,Sales Executive,20930,3.0,19,2,10,0,4.0,4.0,3.0,3,3
2108,31,Travel_Rarely,Research & Development,21,3,Laboratory Technician,99800,1.0,12,1,6,0,3.0,1.0,2.0,3,3
2108,31,Travel_Rarely,Research & Development,21,3,Laboratory Technician,99800,1.0,12,1,6,0,3.0,1.0,2.0,3,3
2109,31,Travel_Rarely,Sales,24,1,Sales Executive,38940,1.0,12,3,10,1,3.0,1.0,3.0,4,3
2109,31,Travel_Rarely,Sales,24,1,Sales Executive,38940,1.0,12,3,10,1,3.0,1.0,3.0,4,3
2110,59,Travel_Rarely,Research & Development,3,4,Research Scientist,40510,5.0,16,3,6,0,3.0,4.0,3.0,3,3
2110,59,Travel_Rarely,Research & Development,3,4,Research Scientist,40510,5.0,16,3,6,0,3.0,4.0,3.0,3,3
2111,43,Travel_Rarely,Research & Development,11,2,Laboratory Technician,168350,3.0,17,3,8,0,3.0,4.0,3.0,3,3
2111,43,Travel_Rarely,Research & Development,11,2,Laboratory Technician,168350,3.0,17,3,8,0,3.0,4.0,3.0,3,3
2112,49,Travel_Rarely,Sales,14,4,Research Scientist,62300,2.0,14,2,1,0,1.0,3.0,4.0,2,3
2112,49,Travel_Rarely,Sales,14,4,Research Scientist,62300,2.0,14,2,1,0,1.0,3.0,4.0,2,3
2113,36,Travel_Frequently,Sales,5,2,Laboratory Technician,47170,1.0,19,3,11,0,3.0,2.0,2.0,3,3
2113,36,Travel_Frequently,Sales,5,2,Laboratory Technician,47170,1.0,19,3,11,0,3.0,2.0,2.0,3,3
2114,48,Travel_Rarely,Research & Development,1,4,Laboratory Technician,132370,5.0,13,2,1,0,4.0,2.0,2.0,4,3
2114,48,Travel_Rarely,Research & Development,1,4,Laboratory Technician,132370,5.0,13,2,1,0,4.0,2.0,2.0,4,3
2115,27,Travel_Rarely,Research & Development,6,4,Laboratory Technician,37550,1.0,19,2,5,0,1.0,3.0,3.0,3,3
2115,27,Travel_Rarely,Research & Development,6,4,Laboratory Technician,37550,1.0,19,2,5,0,1.0,3.0,3.0,3,3
2116,29,Travel_Rarely,Sales,17,4,Laboratory Technician,65820,1.0,19,3,6,1,3.0,4.0,3.0,3,3
2116,29,Travel_Rarely,Sales,17,4,Laboratory Technician,65820,1.0,19,3,6,1,3.0,4.0,3.0,3,3
2117,48,Travel_Rarely,Sales,1,1,Manufacturing Director,74060,6.0,14,2,1,0,4.0,4.0,4.0,3,3
2117,48,Travel_Rarely,Sales,1,1,Manufacturing Director,74060,6.0,14,2,1,0,4.0,4.0,4.0,3,3
2118,29,Travel_Rarely,Research & Development,3,3,Healthcare Representative,48050,3.0,16,2,7,1,4.0,4.0,2.0,3,3
2118,29,Travel_Rarely,Research & Development,3,3,Healthcare Representative,48050,3.0,16,2,7,1,4.0,4.0,2.0,3,3
2119,34,Travel_Rarely,Sales,9,4,Laboratory Technician,27410,0.0,15,3,1,0,3.0,3.0,2.0,3,3
2119,34,Travel_Rarely,Sales,9,4,Laboratory Technician,27410,0.0,15,3,1,0,3.0,3.0,2.0,3,3
2120,44,Travel_Rarely,Research & Development,4,3,Laboratory Technician,42620,7.0,18,2,22,3,2.0,2.0,3.0,3,3
2120,44,Travel_Rarely,Research & Development,4,3,Laboratory Technician,42620,7.0,18,2,22,3,2.0,2.0,3.0,3,3
2121,33,Travel_Rarely,Research & Development,8,2,Research Scientist,161840,0.0,13,2,9,0,4.0,3.0,3.0,4,3
2121,33,Travel_Rarely,Research & Development,8,2,Research Scientist,161840,0.0,13,2,9,0,4.0,3.0,3.0,4,3
2122,19,Travel_Rarely,Sales,2,4,Laboratory Technician,115570,1.0,22,0,1,0,2.0,4.0,3.0,3,4
2122,19,Travel_Rarely,Sales,2,4,Laboratory Technician,115570,1.0,22,0,1,0,2.0,4.0,3.0,3,4
2123,23,Travel_Rarely,Sales,2,3,Laboratory Technician,18780,1.0,13,2,1,0,4.0,3.0,3.0,3,3
2123,23,Travel_Rarely,Sales,2,3,Laboratory Technician,18780,1.0,13,2,1,0,4.0,3.0,3.0,3,3
6534,25,Travel_Frequently,Research & Development,1,1,Manufacturing Director,109320,1.0,11,3,1,1,3.0,4.0,3.0,3,3
2125,26,Travel_Rarely,Human Resources,9,3,Research Scientist,68110,1.0,11,4,8,2,3.0,4.0,2.0,3,3
2125,26,Travel_Rarely,Human Resources,9,3,Research Scientist,68110,1.0,11,4,8,2,3.0,4.0,2.0,3,3
6536,45,Travel_Rarely,Human Resources,12,3,Laboratory Technician,43060,2.0,11,3,24,1,1.0,2.0,3.0,3,3
2127,55,Non-Travel,Research & Development,27,3,Manager,48590,1.0,24,3,33,15,4.0,2.0,3.0,4,4
2127,55,Non-Travel,Research & Development,27,3,Manager,48590,1.0,24,3,33,15,4.0,2.0,3.0,4,4
6538,21,Travel_Frequently,Research & Development,20,2,Research Scientist,53370,1.0,14,2,2,2,1.0,3.0,1.0,3,3
2129,46,Travel_Rarely,Research & Development,1,4,Manufacturing Director,23400,2.0,13,2,11,0,4.0,2.0,3.0,1,3
2129,46,Travel_Rarely,Research & Development,1,4,Manufacturing Director,23400,2.0,13,2,11,0,4.0,2.0,3.0,1,3
2130,34,Travel_Rarely,Sales,13,4,Sales Representative,74910,0.0,14,3,3,0,3.0,1.0,3.0,2,3
2130,34,Travel_Rarely,Sales,13,4,Sales Representative,74910,0.0,14,3,3,0,3.0,1.0,3.0,2,3
2131,51,Travel_Frequently,Research & Development,14,3,Research Director,105270,4.0,14,3,29,11,4.0,2.0,2.0,3,3
2131,51,Travel_Frequently,Research & Development,14,3,Research Director,105270,4.0,14,3,29,11,4.0,2.0,2.0,3,3
2132,59,Travel_Rarely,Research & Development,4,2,Research Scientist,165950,6.0,21,2,9,5,4.0,4.0,2.0,3,4
2132,59,Travel_Rarely,Research & Development,4,2,Research Scientist,165950,6.0,21,2,9,5,4.0,4.0,2.0,3,4
2133,34,Travel_Frequently,Sales,14,4,Research Scientist,88340,4.0,13,1,11,5,3.0,2.0,4.0,3,3
2133,34,Travel_Frequently,Sales,14,4,Research Scientist,88340,4.0,13,1,11,5,3.0,2.0,4.0,3,3
2134,28,Travel_Frequently,Research & Development,2,3,Manager,55770,0.0,19,3,4,0,4.0,3.0,2.0,3,3
2134,28,Travel_Frequently,Research & Development,2,3,Manager,55770,0.0,19,3,4,0,4.0,3.0,2.0,3,3
2135,44,Travel_Rarely,Research & Development,3,4,Research Scientist,47070,1.0,17,4,25,14,3.0,1.0,2.0,1,3
2135,44,Travel_Rarely,Research & Development,3,4,Research Scientist,47070,1.0,17,4,25,14,3.0,1.0,2.0,1,3
2136,34,Travel_Frequently,Sales,1,3,Sales Executive,24000,4.0,18,3,10,1,3.0,2.0,4.0,3,3
2136,34,Travel_Frequently,Sales,1,3,Sales Executive,24000,4.0,18,3,10,1,3.0,2.0,4.0,3,3
2137,35,Travel_Rarely,Research & Development,9,3,Healthcare Representative,98240,0.0,19,2,3,2,3.0,3.0,3.0,3,3
2137,35,Travel_Rarely,Research & Development,9,3,Healthcare Representative,98240,0.0,19,2,3,2,3.0,3.0,3.0,3,3
2138,42,Travel_Rarely,Research & Development,23,4,Manager,64470,6.0,13,3,1,0,2.0,2.0,3.0,3,3
2138,42,Travel_Rarely,Research & Development,23,4,Manager,64470,6.0,13,3,1,0,2.0,2.0,3.0,3,3
2139,43,Travel_Rarely,Research & Development,7,2,Laboratory Technician,195020,3.0,18,3,21,15,4.0,4.0,4.0,4,3
2139,43,Travel_Rarely,Research & Development,7,2,Laboratory Technician,195020,3.0,18,3,21,15,4.0,4.0,4.0,4,3
2140,36,Travel_Rarely,Research & Development,2,4,Healthcare Representative,27250,9.0,21,4,16,5,3.0,2.0,3.0,2,4
2140,36,Travel_Rarely,Research & Development,2,4,Healthcare Representative,27250,9.0,21,4,16,5,3.0,2.0,3.0,2,4
6551,44,Travel_Rarely,Research & Development,21,4,Laboratory Technician,62720,1.0,19,3,10,0,1.0,4.0,3.0,3,3
2142,28,Travel_Frequently,Research & Development,2,3,Sales Representative,21270,1.0,14,3,2,2,4.0,4.0,3.0,3,3
2142,28,Travel_Frequently,Research & Development,2,3,Sales Representative,21270,1.0,14,3,2,2,4.0,4.0,3.0,3,3
2143,51,Travel_Frequently,Sales,21,4,Research Scientist,182000,0.0,17,3,7,7,2.0,3.0,,3,3
2143,51,Travel_Frequently,Sales,21,4,Research Scientist,182000,0.0,17,3,7,7,2.0,3.0,,3,3
2144,30,Non-Travel,Research & Development,2,4,Research Scientist,20960,7.0,11,2,8,1,3.0,3.0,3.0,3,3
2144,30,Non-Travel,Research & Development,2,4,Research Scientist,20960,7.0,11,2,8,1,3.0,3.0,3.0,3,3
6555,29,Travel_Rarely,Research & Development,29,4,Sales Representative,28860,3.0,13,4,7,7,2.0,3.0,3.0,3,3
2146,28,Travel_Rarely,Sales,1,4,Sales Representative,20330,2.0,15,5,3,1,4.0,1.0,2.0,3,3
2146,28,Travel_Rarely,Sales,1,4,Sales Representative,20330,2.0,15,5,3,1,4.0,1.0,2.0,3,3
2147,25,Travel_Rarely,Research & Development,18,2,Research Scientist,36220,1.0,25,0,2,2,4.0,2.0,2.0,3,4
2147,25,Travel_Rarely,Research & Development,18,2,Research Scientist,36220,1.0,25,0,2,2,4.0,2.0,2.0,3,4
2148,32,Travel_Rarely,Research & Development,10,4,Sales Executive,42330,1.0,11,5,10,0,3.0,4.0,4.0,3,3
2148,32,Travel_Rarely,Research & Development,10,4,Sales Executive,42330,1.0,11,5,10,0,3.0,4.0,4.0,3,3
2149,45,Travel_Frequently,Research & Development,19,3,Laboratory Technician,36810,3.0,17,2,0,0,,2.0,3.0,3,3
2149,45,Travel_Frequently,Research & Development,19,3,Laboratory Technician,36810,3.0,17,2,0,0,,2.0,3.0,3,3
2150,39,Travel_Rarely,Sales,29,1,Laboratory Technician,54600,6.0,13,3,19,15,3.0,2.0,3.0,3,3
2150,39,Travel_Rarely,Sales,29,1,Laboratory Technician,54600,6.0,13,3,19,15,3.0,2.0,3.0,3,3
2151,58,Travel_Rarely,Research & Development,27,3,Laboratory Technician,21870,1.0,18,1,2,2,1.0,3.0,3.0,1,3
2151,58,Travel_Rarely,Research & Development,27,3,Laboratory Technician,21870,1.0,18,1,2,2,1.0,3.0,3.0,1,3
6562,32,Travel_Rarely,Research & Development,5,3,Sales Executive,96020,1.0,13,3,10,1,4.0,3.0,3.0,3,3
6563,39,Travel_Rarely,Research & Development,18,2,Laboratory Technician,28360,0.0,20,3,5,0,3.0,1.0,3.0,2,4
2154,30,Travel_Rarely,Sales,9,1,Research Director,40890,0.0,18,2,9,6,1.0,4.0,3.0,4,3
2154,30,Travel_Rarely,Sales,9,1,Research Director,40890,0.0,18,2,9,6,1.0,4.0,3.0,4,3
2155,36,Travel_Rarely,Sales,1,3,Sales Executive,166270,3.0,12,5,7,1,4.0,3.0,3.0,2,3
2155,36,Travel_Rarely,Sales,1,3,Sales Executive,166270,3.0,12,5,7,1,4.0,3.0,3.0,2,3
2156,46,Travel_Rarely,Sales,4,3,Research Scientist,26190,6.0,12,3,7,5,4.0,1.0,4.0,2,3
2156,46,Travel_Rarely,Sales,4,3,Research Scientist,26190,6.0,12,3,7,5,4.0,1.0,4.0,2,3
2157,28,Non-Travel,Research & Development,1,3,Sales Executive,56790,0.0,13,2,9,7,3.0,4.0,3.0,2,3
2157,28,Non-Travel,Research & Development,1,3,Sales Executive,56790,0.0,13,2,9,7,3.0,4.0,3.0,2,3
2158,50,Travel_Rarely,Research & Development,20,2,Laboratory Technician,154020,4.0,21,3,3,1,4.0,1.0,3.0,2,4
2158,50,Travel_Rarely,Research & Development,20,2,Laboratory Technician,154020,4.0,21,3,3,1,4.0,1.0,3.0,2,4
6569,40,Travel_Rarely,Sales,8,1,Laboratory Technician,59850,2.0,13,1,5,1,4.0,2.0,3.0,2,3
6570,52,Travel_Rarely,Research & Development,3,2,Laboratory Technician,25790,9.0,19,1,8,7,2.0,2.0,2.0,3,3
2161,30,Travel_Rarely,Research & Development,6,4,Sales Executive,30410,1.0,11,2,9,0,2.0,1.0,3.0,2,3
2161,30,Travel_Rarely,Research & Development,6,4,Sales Executive,30410,1.0,11,2,9,0,2.0,1.0,3.0,2,3
2162,39,Travel_Rarely,Research & Development,26,1,Healthcare Representative,34470,0.0,14,5,8,1,1.0,3.0,3.0,3,3
2162,39,Travel_Rarely,Research & Development,26,1,Healthcare Representative,34470,0.0,14,5,8,1,1.0,3.0,3.0,3,3
2163,31,Non-Travel,Research & Development,1,2,Sales Executive,195130,1.0,12,1,10,9,4.0,3.0,2.0,2,3
2163,31,Non-Travel,Research & Development,1,2,Sales Executive,195130,1.0,12,1,10,9,4.0,3.0,2.0,2,3
2164,41,Non-Travel,Sales,6,3,Research Director,27730,1.0,11,3,19,11,3.0,2.0,3.0,3,3
2164,41,Non-Travel,Sales,6,3,Research Director,27730,1.0,11,3,19,11,3.0,2.0,3.0,3,3
6575,31,Travel_Frequently,Research & Development,3,1,Sales Executive,71040,1.0,14,3,3,2,4.0,2.0,4.0,3,3
6576,44,Travel_Rarely,Sales,5,3,Laboratory Technician,63220,4.0,11,2,3,1,1.0,1.0,4.0,3,3
2167,42,Non-Travel,Research & Development,4,3,Laboratory Technician,20830,0.0,12,3,20,2,3.0,3.0,2.0,2,3
2167,42,Non-Travel,Research & Development,4,3,Laboratory Technician,20830,0.0,12,3,20,2,3.0,3.0,2.0,2,3
2168,55,Travel_Rarely,Sales,11,3,Manufacturing Director,83810,4.0,15,3,19,9,4.0,3.0,3.0,3,3
2168,55,Travel_Rarely,Sales,11,3,Manufacturing Director,83810,4.0,15,3,19,9,4.0,3.0,3.0,3,3
2169,56,Travel_Rarely,Sales,3,2,Manufacturing Director,26910,6.0,16,6,7,7,4.0,2.0,3.0,3,3
2169,56,Travel_Rarely,Sales,3,2,Manufacturing Director,26910,6.0,16,6,7,7,4.0,2.0,3.0,3,3
2170,40,Non-Travel,Research & Development,1,1,Laboratory Technician,42860,9.0,15,6,4,0,3.0,3.0,3.0,3,3
2170,40,Non-Travel,Research & Development,1,1,Laboratory Technician,42860,9.0,15,6,4,0,3.0,3.0,3.0,3,3
2171,34,Travel_Rarely,Research & Development,3,2,Research Director,26590,0.0,24,2,9,1,4.0,4.0,2.0,3,4
2171,34,Travel_Rarely,Research & Development,3,2,Research Director,26590,0.0,24,2,9,1,4.0,4.0,2.0,3,4
2172,40,Travel_Rarely,Sales,4,3,Sales Executive,94340,1.0,13,3,9,8,3.0,4.0,3.0,2,3
2172,40,Travel_Rarely,Sales,4,3,Sales Executive,94340,1.0,13,3,9,8,3.0,4.0,3.0,2,3
2173,41,Travel_Frequently,Sales,1,4,Healthcare Representative,55610,0.0,11,2,9,1,3.0,1.0,3.0,2,3
2173,41,Travel_Frequently,Sales,1,4,Healthcare Representative,55610,0.0,11,2,9,1,3.0,1.0,3.0,2,3
2174,35,Travel_Frequently,Sales,1,2,Manager,66460,1.0,13,2,9,1,3.0,3.0,3.0,2,3
2174,35,Travel_Frequently,Sales,1,2,Manager,66460,1.0,13,2,9,1,3.0,3.0,3.0,2,3
2175,51,Travel_Rarely,Sales,18,2,Manufacturing Director,77250,1.0,13,2,33,0,3.0,2.0,3.0,3,3
2175,51,Travel_Rarely,Sales,18,2,Manufacturing Director,77250,1.0,13,2,33,0,3.0,2.0,3.0,3,3
2176,38,Travel_Rarely,Sales,2,4,Research Scientist,107250,3.0,18,5,7,1,2.0,1.0,3.0,2,3
2176,38,Travel_Rarely,Sales,2,4,Research Scientist,107250,3.0,18,5,7,1,2.0,1.0,3.0,2,3
2177,34,Travel_Rarely,Sales,4,3,Research Scientist,88470,1.0,16,3,10,9,3.0,1.0,4.0,4,3
2177,34,Travel_Rarely,Sales,4,3,Research Scientist,88470,1.0,16,3,10,9,3.0,1.0,4.0,4,3
2178,25,Travel_Rarely,Research & Development,6,2,Research Scientist,20450,3.0,19,3,3,1,4.0,4.0,2.0,3,3
2178,25,Travel_Rarely,Research & Development,6,2,Research Scientist,20450,3.0,19,3,3,1,4.0,4.0,2.0,3,3
6589,58,Travel_Rarely,Sales,1,4,Sales Executive,10090,7.0,13,3,10,5,3.0,1.0,2.0,4,3
2180,40,Travel_Rarely,Research & Development,14,4,Research Scientist,33480,3.0,22,2,4,0,2.0,2.0,3.0,1,4
2180,40,Travel_Rarely,Research & Development,14,4,Research Scientist,33480,3.0,22,2,4,0,2.0,2.0,3.0,1,4
