EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,retiro_2016,renuncia2016
2039,38,Travel_Rarely,Research & Development,1,3,Human Resources,38160,1.0,13,2,7,5,3.0,3.0,4.0,2,3,,0
2040,28,Travel_Frequently,Sales,6,4,Manager,52530,1.0,15,2,3,0,3.0,3.0,3.0,3,3,,0
2041,18,Non-Travel,Research & Development,2,4,Laboratory Technician,109650,1.0,18,5,0,0,3.0,3.0,3.0,4,3,Resignation,1
2042,33,Travel_Rarely,Research & Development,3,2,Sales Executive,49360,0.0,14,2,5,0,1.0,1.0,3.0,2,3,Resignation,1
2043,41,Travel_Rarely,Research & Development,4,2,Research Scientist,25430,3.0,12,3,1,0,2.0,4.0,3.0,3,3,,0
2044,31,Travel_Frequently,Sales,10,3,Research Director,53040,1.0,17,3,2,2,3.0,3.0,2.0,4,3,Resignation,1
2045,37,Travel_Rarely,Research & Development,23,3,Manufacturing Director,166590,7.0,16,2,6,1,3.0,4.0,3.0,3,3,,0
2046,27,Travel_Rarely,Research & Development,6,2,Healthcare Representative,42600,1.0,11,2,4,2,4.0,3.0,3.0,3,3,,0
2047,34,Travel_Rarely,Sales,1,1,Laboratory Technician,24760,1.0,19,2,6,1,2.0,3.0,2.0,3,3,,0
2048,35,Travel_Rarely,Research & Development,6,3,Laboratory Technician,31020,1.0,13,3,5,1,3.0,3.0,1.0,2,3,,0
2049,29,Travel_Rarely,Research & Development,6,3,Sales Executive,22440,1.0,12,5,11,3,4.0,1.0,1.0,1,3,Resignation,1
2050,40,Travel_Frequently,Research & Development,2,4,Human Resources,75960,9.0,11,0,18,2,2.0,3.0,2.0,1,3,,0
2051,42,Travel_Frequently,Sales,2,4,Laboratory Technician,22850,0.0,16,3,21,13,3.0,1.0,2.0,1,3,Resignation,1
2052,42,Travel_Rarely,Research & Development,1,2,Laboratory Technician,30340,7.0,21,3,6,1,2.0,1.0,4.0,2,4,,0
2053,35,Travel_Rarely,Research & Development,5,3,Healthcare Representative,57150,6.0,24,0,8,1,4.0,3.0,3.0,3,4,,0
2054,24,Travel_Rarely,Sales,7,4,Laboratory Technician,25760,8.0,17,3,4,1,4.0,2.0,3.0,3,3,,0
2055,28,Travel_Rarely,Research & Development,15,4,Sales Executive,41970,1.0,13,3,1,0,3.0,4.0,2.0,1,3,Fired,0
2056,26,Travel_Rarely,Research & Development,1,4,Sales Representative,143360,1.0,21,3,8,0,1.0,4.0,3.0,3,4,,0
2057,30,Travel_Rarely,Research & Development,7,2,Manufacturing Director,34480,1.0,11,3,10,1,3.0,3.0,3.0,3,3,,0
2058,40,Travel_Frequently,Research & Development,26,4,Research Scientist,194060,3.0,20,2,1,0,3.0,4.0,1.0,3,4,,0
2059,35,Travel_Rarely,Research & Development,18,5,Research Scientist,65380,2.0,16,3,7,6,3.0,2.0,4.0,3,3,,0
2060,34,Travel_Frequently,Research & Development,6,2,Research Director,43060,0.0,11,2,13,4,4.0,1.0,3.0,3,3,,0
2061,35,Travel_Frequently,Research & Development,3,3,Laboratory Technician,22580,1.0,11,2,2,2,4.0,4.0,4.0,3,3,,0
2062,43,Travel_Rarely,Sales,5,3,Research Scientist,45220,8.0,15,3,4,1,1.0,3.0,2.0,3,3,Resignation,1
2063,32,Non-Travel,Research & Development,11,2,Research Scientist,44870,1.0,11,5,1,0,3.0,1.0,3.0,2,3,,0
2064,56,Travel_Rarely,Research & Development,3,2,Healthcare Representative,44490,4.0,15,3,5,4,4.0,1.0,3.0,1,3,,0
2065,29,Travel_Rarely,Research & Development,26,1,Laboratory Technician,22180,1.0,24,1,10,0,2.0,4.0,3.0,3,4,,0
2066,19,Travel_Rarely,Research & Development,23,4,Laboratory Technician,191970,1.0,12,2,1,0,3.0,1.0,3.0,3,3,,0
2067,45,Travel_Rarely,Research & Development,22,3,Sales Representative,132120,4.0,13,4,3,0,1.0,3.0,2.0,3,3,,0
2068,37,Travel_Rarely,Research & Development,14,4,Research Scientist,65770,1.0,13,1,14,3,4.0,4.0,2.0,1,3,,0
2069,20,Travel_Rarely,Research & Development,6,3,Research Director,83920,1.0,17,5,2,1,1.0,3.0,2.0,3,3,,0
2070,44,Travel_Rarely,Human Resources,6,2,Sales Executive,45580,1.0,13,2,6,0,3.0,3.0,3.0,1,3,Resignation,1
2071,53,Travel_Rarely,Research & Development,6,4,Research Director,40310,3.0,12,3,7,4,4.0,3.0,3.0,2,3,,0
2072,29,Travel_Rarely,Research & Development,23,3,Sales Executive,79690,0.0,14,3,5,1,2.0,4.0,2.0,3,3,,0
2073,22,Travel_Frequently,Research & Development,22,4,Sales Representative,26540,0.0,24,5,0,0,3.0,4.0,3.0,2,4,Resignation,1
2074,46,Travel_Rarely,Research & Development,2,3,Research Scientist,165550,8.0,14,4,26,15,3.0,1.0,3.0,3,3,,0
2075,44,Non-Travel,Research & Development,20,3,Sales Representative,45560,2.0,13,4,0,0,4.0,3.0,3.0,3,3,,0
2076,33,Travel_Rarely,Research & Development,28,4,Manager,60910,1.0,15,6,5,1,2.0,3.0,3.0,1,3,,0
2077,41,Non-Travel,Research & Development,12,3,Sales Representative,195660,6.0,16,2,1,0,1.0,1.0,1.0,4,3,Resignation,1
2078,30,Travel_Rarely,Sales,20,3,Sales Executive,48100,8.0,18,3,4,0,3.0,1.0,3.0,2,3,,0
2079,40,Travel_Frequently,Sales,9,3,Manufacturing Director,45230,5.0,16,5,0,0,2.0,2.0,3.0,4,3,,0
2081,28,Travel_Rarely,Research & Development,6,3,Research Scientist,23510,1.0,16,4,6,3,4.0,1.0,3.0,3,3,,0
2082,46,Travel_Rarely,Research & Development,8,4,Manager,17020,5.0,21,2,4,0,4.0,2.0,3.0,3,4,,0
2083,35,Travel_Rarely,Sales,4,4,Laboratory Technician,180410,3.0,20,3,7,1,3.0,1.0,3.0,2,4,,0
2084,24,Travel_Rarely,Human Resources,28,4,Manufacturing Director,28860,1.0,19,5,1,0,4.0,2.0,1.0,3,3,Resignation,1
2085,33,Travel_Frequently,Research & Development,9,2,Sales Executive,20970,1.0,14,5,10,0,2.0,3.0,2.0,2,3,,0
2086,36,Travel_Rarely,Research & Development,9,2,Sales Executive,119350,1.0,11,6,7,1,3.0,3.0,3.0,4,3,,0
2087,30,Travel_Rarely,Sales,29,3,Sales Executive,25460,1.0,14,2,10,8,3.0,3.0,2.0,3,3,,0
2088,44,Travel_Rarely,Research & Development,3,4,Research Scientist,25640,1.0,12,3,20,13,4.0,4.0,3.0,1,3,,0
2089,20,Travel_Rarely,Research & Development,18,4,Human Resources,84120,1.0,13,2,2,2,3.0,4.0,3.0,2,3,,0
2090,46,Travel_Rarely,Sales,9,1,Sales Executive,141180,2.0,22,3,6,1,4.0,4.0,2.0,3,4,,0
2091,42,Non-Travel,Research & Development,5,4,Sales Executive,170460,7.0,11,3,4,0,4.0,1.0,4.0,2,3,,0
2092,60,Travel_Rarely,Sales,2,2,Sales Executive,25640,0.0,14,3,11,1,2.0,4.0,3.0,3,3,,0
2093,32,Travel_Frequently,Sales,10,3,Sales Executive,102660,1.0,11,3,2,2,3.0,2.0,3.0,3,3,,0
2094,32,Travel_Frequently,Research & Development,9,3,Research Scientist,50700,4.0,12,6,8,0,4.0,3.0,3.0,3,3,,0
2095,36,Travel_Rarely,Sales,3,2,Healthcare Representative,178610,2.0,18,2,7,7,3.0,1.0,3.0,2,3,,0
2096,33,Travel_Rarely,Sales,26,2,Research Scientist,42300,0.0,12,0,14,4,1.0,4.0,3.0,3,3,,0
2097,40,Travel_Rarely,Research & Development,1,3,Research Scientist,37800,7.0,12,2,5,1,2.0,2.0,4.0,1,3,,0
2098,25,Travel_Rarely,Research & Development,6,2,Laboratory Technician,27680,0.0,22,0,4,1,3.0,4.0,3.0,3,4,,0
2099,30,Travel_Rarely,Sales,9,3,Research Scientist,90710,0.0,19,2,11,5,4.0,2.0,3.0,2,3,,0
2100,42,Travel_Frequently,Human Resources,8,2,Sales Executive,106480,3.0,13,1,1,0,1.0,1.0,3.0,3,3,,0
2101,35,Non-Travel,Research & Development,1,1,Sales Executive,136100,4.0,22,4,13,4,3.0,4.0,2.0,2,4,,0
2102,27,Travel_Rarely,Research & Development,7,3,Manufacturing Director,34080,1.0,24,2,9,6,1.0,1.0,2.0,3,4,,0
2103,54,Travel_Frequently,Research & Development,9,2,Sales Representative,29830,7.0,14,2,5,1,4.0,3.0,1.0,2,3,,0
2104,44,Travel_Rarely,Human Resources,4,4,Laboratory Technician,76320,1.0,21,3,10,7,1.0,4.0,3.0,3,4,,0
2105,19,Non-Travel,Sales,2,2,Healthcare Representative,98240,1.0,18,2,1,0,1.0,2.0,4.0,3,3,Resignation,1
2106,29,Travel_Rarely,Research & Development,19,4,Manufacturing Director,99500,1.0,20,3,3,1,1.0,4.0,3.0,3,4,,0
2107,54,Travel_Rarely,Research & Development,9,4,Sales Executive,20930,3.0,19,2,10,0,4.0,4.0,3.0,3,3,,0
2108,31,Travel_Rarely,Research & Development,21,3,Laboratory Technician,99800,1.0,12,1,6,0,3.0,1.0,2.0,3,3,,0
2109,31,Travel_Rarely,Sales,24,1,Sales Executive,38940,1.0,12,3,10,1,3.0,1.0,3.0,4,3,,0
2110,59,Travel_Rarely,Research & Development,3,4,Research Scientist,40510,5.0,16,3,6,0,3.0,4.0,3.0,3,3,,0
2111,43,Travel_Rarely,Research & Development,11,2,Laboratory Technician,168350,3.0,17,3,8,0,3.0,4.0,3.0,3,3,,0
2112,49,Travel_Rarely,Sales,14,4,Research Scientist,62300,2.0,14,2,1,0,1.0,3.0,4.0,2,3,,0
2113,36,Travel_Frequently,Sales,5,2,Laboratory Technician,47170,1.0,19,3,11,0,3.0,2.0,2.0,3,3,,0
2114,48,Travel_Rarely,Research & Development,1,4,Laboratory Technician,132370,5.0,13,2,1,0,4.0,2.0,2.0,4,3,,0
2115,27,Travel_Rarely,Research & Development,6,4,Laboratory Technician,37550,1.0,19,2,5,0,1.0,3.0,3.0,3,3,,0
2116,29,Travel_Rarely,Sales,17,4,Laboratory Technician,65820,1.0,19,3,6,1,3.0,4.0,3.0,3,3,,0
2117,48,Travel_Rarely,Sales,1,1,Manufacturing Director,74060,6.0,14,2,1,0,4.0,4.0,4.0,3,3,,0
2118,29,Travel_Rarely,Research & Development,3,3,Healthcare Representative,48050,3.0,16,2,7,1,4.0,4.0,2.0,3,3,,0
2119,34,Travel_Rarely,Sales,9,4,Laboratory Technician,27410,0.0,15,3,1,0,3.0,3.0,2.0,3,3,,0
2120,44,Travel_Rarely,Research & Development,4,3,Laboratory Technician,42620,7.0,18,2,22,3,2.0,2.0,3.0,3,3,,0
2121,33,Travel_Rarely,Research & Development,8,2,Research Scientist,161840,0.0,13,2,9,0,4.0,3.0,3.0,4,3,,0
2122,19,Travel_Rarely,Sales,2,4,Laboratory Technician,115570,1.0,22,0,1,0,2.0,4.0,3.0,3,4,,0
2123,23,Travel_Rarely,Sales,2,3,Laboratory Technician,18780,1.0,13,2,1,0,4.0,3.0,3.0,3,3,,0
2124,25,Travel_Frequently,Research & Development,1,1,Manufacturing Director,109320,1.0,11,3,1,1,3.0,4.0,3.0,3,3,Fired,0
2125,26,Travel_Rarely,Human Resources,9,3,Research Scientist,68110,1.0,11,4,8,2,3.0,4.0,2.0,3,3,,0
2126,45,Travel_Rarely,Human Resources,12,3,Laboratory Technician,43060,2.0,11,3,24,1,1.0,2.0,3.0,3,3,Resignation,1
2127,55,Non-Travel,Research & Development,27,3,Manager,48590,1.0,24,3,33,15,4.0,2.0,3.0,4,4,,0
2128,21,Travel_Frequently,Research & Development,20,2,Research Scientist,53370,1.0,14,2,2,2,1.0,3.0,1.0,3,3,Resignation,1
2129,46,Travel_Rarely,Research & Development,1,4,Manufacturing Director,23400,2.0,13,2,11,0,4.0,2.0,3.0,1,3,,0
2130,34,Travel_Rarely,Sales,13,4,Sales Representative,74910,0.0,14,3,3,0,3.0,1.0,3.0,2,3,,0
2131,51,Travel_Frequently,Research & Development,14,3,Research Director,105270,4.0,14,3,29,11,4.0,2.0,2.0,3,3,,0
2132,59,Travel_Rarely,Research & Development,4,2,Research Scientist,165950,6.0,21,2,9,5,4.0,4.0,2.0,3,4,,0
2133,34,Travel_Frequently,Sales,14,4,Research Scientist,88340,4.0,13,1,11,5,3.0,2.0,4.0,3,3,,0
2134,28,Travel_Frequently,Research & Development,2,3,Manager,55770,0.0,19,3,4,0,4.0,3.0,2.0,3,3,,0
2135,44,Travel_Rarely,Research & Development,3,4,Research Scientist,47070,1.0,17,4,25,14,3.0,1.0,2.0,1,3,,0
2136,34,Travel_Frequently,Sales,1,3,Sales Executive,24000,4.0,18,3,10,1,3.0,2.0,4.0,3,3,,0
2137,35,Travel_Rarely,Research & Development,9,3,Healthcare Representative,98240,0.0,19,2,3,2,3.0,3.0,3.0,3,3,,0
2138,42,Travel_Rarely,Research & Development,23,4,Manager,64470,6.0,13,3,1,0,2.0,2.0,3.0,3,3,,0
2139,43,Travel_Rarely,Research & Development,7,2,Laboratory Technician,195020,3.0,18,3,21,15,4.0,4.0,4.0,4,3,,0
2140,36,Travel_Rarely,Research & Development,2,4,Healthcare Representative,27250,9.0,21,4,16,5,3.0,2.0,3.0,2,4,,0
2141,44,Travel_Rarely,Research & Development,21,4,Laboratory Technician,62720,1.0,19,3,10,0,1.0,4.0,3.0,3,3,Resignation,1
2142,28,Travel_Frequently,Research & Development,2,3,Sales Representative,21270,1.0,14,3,2,2,4.0,4.0,3.0,3,3,,0
2144,30,Non-Travel,Research & Development,2,4,Research Scientist,20960,7.0,11,2,8,1,3.0,3.0,3.0,3,3,,0
2145,29,Travel_Rarely,Research & Development,29,4,Sales Representative,28860,3.0,13,4,7,7,2.0,3.0,3.0,3,3,Resignation,1
2146,28,Travel_Rarely,Sales,1,4,Sales Representative,20330,2.0,15,5,3,1,4.0,1.0,2.0,3,3,,0
2147,25,Travel_Rarely,Research & Development,18,2,Research Scientist,36220,1.0,25,0,2,2,4.0,2.0,2.0,3,4,,0
2148,32,Travel_Rarely,Research & Development,10,4,Sales Executive,42330,1.0,11,5,10,0,3.0,4.0,4.0,3,3,,0
2150,39,Travel_Rarely,Sales,29,1,Laboratory Technician,54600,6.0,13,3,19,15,3.0,2.0,3.0,3,3,,0
2151,58,Travel_Rarely,Research & Development,27,3,Laboratory Technician,21870,1.0,18,1,2,2,1.0,3.0,3.0,1,3,,0
2152,32,Travel_Rarely,Research & Development,5,3,Sales Executive,96020,1.0,13,3,10,1,4.0,3.0,3.0,3,3,Resignation,1
2153,39,Travel_Rarely,Research & Development,18,2,Laboratory Technician,28360,0.0,20,3,5,0,3.0,1.0,3.0,2,4,Resignation,1
2154,30,Travel_Rarely,Sales,9,1,Research Director,40890,0.0,18,2,9,6,1.0,4.0,3.0,4,3,,0
2155,36,Travel_Rarely,Sales,1,3,Sales Executive,166270,3.0,12,5,7,1,4.0,3.0,3.0,2,3,,0
2156,46,Travel_Rarely,Sales,4,3,Research Scientist,26190,6.0,12,3,7,5,4.0,1.0,4.0,2,3,,0
2157,28,Non-Travel,Research & Development,1,3,Sales Executive,56790,0.0,13,2,9,7,3.0,4.0,3.0,2,3,,0
2158,50,Travel_Rarely,Research & Development,20,2,Laboratory Technician,154020,4.0,21,3,3,1,4.0,1.0,3.0,2,4,,0
2159,40,Travel_Rarely,Sales,8,1,Laboratory Technician,59850,2.0,13,1,5,1,4.0,2.0,3.0,2,3,Resignation,1
2160,52,Travel_Rarely,Research & Development,3,2,Laboratory Technician,25790,9.0,19,1,8,7,2.0,2.0,2.0,3,3,Resignation,1
2161,30,Travel_Rarely,Research & Development,6,4,Sales Executive,30410,1.0,11,2,9,0,2.0,1.0,3.0,2,3,,0
2162,39,Travel_Rarely,Research & Development,26,1,Healthcare Representative,34470,0.0,14,5,8,1,1.0,3.0,3.0,3,3,,0
2163,31,Non-Travel,Research & Development,1,2,Sales Executive,195130,1.0,12,1,10,9,4.0,3.0,2.0,2,3,,0
2164,41,Non-Travel,Sales,6,3,Research Director,27730,1.0,11,3,19,11,3.0,2.0,3.0,3,3,,0
2165,31,Travel_Frequently,Research & Development,3,1,Sales Executive,71040,1.0,14,3,3,2,4.0,2.0,4.0,3,3,Resignation,1
2166,44,Travel_Rarely,Sales,5,3,Laboratory Technician,63220,4.0,11,2,3,1,1.0,1.0,4.0,3,3,Resignation,1
2167,42,Non-Travel,Research & Development,4,3,Laboratory Technician,20830,0.0,12,3,20,2,3.0,3.0,2.0,2,3,,0
2168,55,Travel_Rarely,Sales,11,3,Manufacturing Director,83810,4.0,15,3,19,9,4.0,3.0,3.0,3,3,,0
2169,56,Travel_Rarely,Sales,3,2,Manufacturing Director,26910,6.0,16,6,7,7,4.0,2.0,3.0,3,3,,0
2170,40,Non-Travel,Research & Development,1,1,Laboratory Technician,42860,9.0,15,6,4,0,3.0,3.0,3.0,3,3,,0
2171,34,Travel_Rarely,Research & Development,3,2,Research Director,26590,0.0,24,2,9,1,4.0,4.0,2.0,3,4,,0
2172,40,Travel_Rarely,Sales,4,3,Sales Executive,94340,1.0,13,3,9,8,3.0,4.0,3.0,2,3,,0
2173,41,Travel_Frequently,Sales,1,4,Healthcare Representative,55610,0.0,11,2,9,1,3.0,1.0,3.0,2,3,,0
2174,35,Travel_Frequently,Sales,1,2,Manager,66460,1.0,13,2,9,1,3.0,3.0,3.0,2,3,,0
2175,51,Travel_Rarely,Sales,18,2,Manufacturing Director,77250,1.0,13,2,33,0,3.0,2.0,3.0,3,3,,0
2176,38,Travel_Rarely,Sales,2,4,Research Scientist,107250,3.0,18,5,7,1,2.0,1.0,3.0,2,3,,0
2177,34,Travel_Rarely,Sales,4,3,Research Scientist,88470,1.0,16,3,10,9,3.0,1.0,4.0,4,3,,0
2178,25,Travel_Rarely,Research & Development,6,2,Research Scientist,20450,3.0,19,3,3,1,4.0,4.0,2.0,3,3,,0
2179,58,Travel_Rarely,Sales,1,4,Sales Executive,10090,7.0,13,3,10,5,3.0,1.0,2.0,4,3,Resignation,1
2180,40,Travel_Rarely,Research & Development,14,4,Research Scientist,33480,3.0,22,2,4,0,2.0,2.0,3.0,1,4,,0
2181,36,Travel_Frequently,Sales,16,2,Research Scientist,12810,2.0,11,2,15,6,1.0,1.0,2.0,3,3,,0
2182,48,Travel_Rarely,Research & Development,2,1,Research Scientist,28190,1.0,20,2,10,0,4.0,4.0,3.0,2,4,,0
2184,51,Travel_Rarely,Research & Development,4,1,Manufacturing Director,40280,3.0,14,3,5,0,4.0,2.0,2.0,3,3,,0
2185,18,Non-Travel,Research & Development,1,4,Sales Executive,27200,1.0,22,2,0,0,4.0,4.0,4.0,3,4,,0
2186,35,Travel_Rarely,Research & Development,1,4,Research Director,81200,0.0,13,2,9,0,4.0,4.0,3.0,2,3,,0
2187,27,Travel_Frequently,Research & Development,26,4,Research Director,46470,3.0,17,3,6,0,4.0,4.0,3.0,4,3,,0
2188,55,Travel_Rarely,Research & Development,19,3,Human Resources,46800,6.0,14,0,19,3,1.0,3.0,2.0,4,3,Resignation,1
2189,56,Travel_Rarely,Research & Development,24,4,Laboratory Technician,32210,4.0,15,2,19,15,4.0,2.0,3.0,3,3,,0
2190,34,Non-Travel,Sales,1,2,Research Scientist,86210,1.0,17,1,5,0,1.0,3.0,3.0,3,3,,0
2191,40,Travel_Rarely,Research & Development,3,3,Sales Executive,45770,5.0,11,3,12,11,2.0,3.0,3.0,2,3,,0
2192,34,Travel_Rarely,Research & Development,5,3,Research Scientist,45530,4.0,18,2,8,7,2.0,3.0,3.0,4,3,,0
2193,31,Travel_Frequently,Research & Development,2,2,Manufacturing Director,53960,7.0,17,2,1,0,3.0,4.0,4.0,1,3,Resignation,1
2194,35,Travel_Frequently,Research & Development,1,2,Manufacturing Director,67960,0.0,13,2,4,3,4.0,3.0,2.0,3,3,Fired,0
2195,38,Travel_Frequently,Research & Development,7,3,Sales Representative,76250,1.0,15,2,4,0,4.0,3.0,3.0,2,3,,0
2196,34,Travel_Rarely,Research & Development,10,4,Laboratory Technician,74120,1.0,24,4,14,4,3.0,4.0,4.0,3,4,,0
2197,28,Travel_Rarely,Research & Development,2,3,Healthcare Representative,111590,1.0,12,2,5,0,3.0,1.0,3.0,3,3,,0
2198,31,Travel_Rarely,Research & Development,15,2,Sales Executive,49600,1.0,15,3,10,6,4.0,3.0,2.0,2,3,Resignation,1
2199,39,Travel_Rarely,Research & Development,17,4,Healthcare Representative,104750,3.0,11,3,5,1,1.0,4.0,4.0,3,3,,0
2200,51,Travel_Frequently,Research & Development,20,3,Sales Executive,148140,2.0,11,2,4,3,2.0,2.0,3.0,2,3,,0
2201,41,Travel_Frequently,Research & Development,1,3,Sales Executive,191410,3.0,12,2,6,3,4.0,4.0,2.0,3,3,,0
2202,37,Travel_Rarely,Research & Development,2,2,Healthcare Representative,54050,7.0,15,3,6,1,3.0,3.0,3.0,4,3,,0
2203,33,Travel_Frequently,Research & Development,2,3,Sales Executive,87930,6.0,17,2,5,1,2.0,4.0,4.0,3,3,,0
2204,32,Travel_Rarely,Research & Development,1,4,Research Director,191890,0.0,12,3,3,1,3.0,2.0,2.0,3,3,,0
2205,39,Non-Travel,Research & Development,29,2,Sales Executive,38750,3.0,15,3,6,0,3.0,3.0,3.0,3,3,,0
2206,25,Travel_Rarely,Research & Development,7,4,Sales Executive,22160,2.0,13,2,3,1,1.0,3.0,2.0,2,3,,0
2207,52,Travel_Frequently,Research & Development,2,1,Sales Executive,117130,2.0,14,2,5,0,4.0,3.0,2.0,3,3,,0
2208,43,Travel_Rarely,Research & Development,2,2,Laboratory Technician,78610,1.0,14,1,20,1,1.0,3.0,1.0,3,3,,0
2209,27,Travel_Rarely,Research & Development,2,4,Human Resources,37080,1.0,16,2,6,4,4.0,4.0,3.0,3,3,,0
2210,27,Travel_Rarely,Research & Development,2,5,Research Scientist,137700,1.0,18,3,8,7,4.0,3.0,3.0,4,3,Fired,0
2211,26,Travel_Rarely,Research & Development,2,2,Laboratory Technician,53040,0.0,20,2,4,1,1.0,4.0,3.0,3,4,,0
2212,42,Travel_Rarely,Sales,23,3,Research Scientist,26420,0.0,13,3,20,0,3.0,1.0,3.0,3,3,,0
2213,52,Travel_Rarely,Research & Development,5,2,Healthcare Representative,27590,9.0,18,6,5,0,3.0,1.0,1.0,3,3,,0
2214,37,Travel_Rarely,Research & Development,20,5,Manager,68040,4.0,13,1,3,0,1.0,3.0,3.0,3,3,,0
2215,35,Travel_Frequently,Research & Development,6,4,Research Director,61420,2.0,15,2,2,2,3.0,4.0,3.0,3,3,,0
2216,25,Travel_Rarely,Research & Development,1,4,Sales Executive,25000,4.0,14,2,3,0,1.0,4.0,2.0,1,3,,0
2217,26,Travel_Rarely,Research & Development,29,4,Research Scientist,63890,0.0,22,2,7,0,3.0,1.0,3.0,2,4,,0
2218,29,Travel_Rarely,Sales,9,3,Laboratory Technician,111030,1.0,12,5,10,0,2.0,1.0,2.0,2,3,,0
2219,49,Travel_Frequently,Sales,6,5,Healthcare Representative,23420,3.0,18,2,4,1,1.0,1.0,3.0,3,3,Resignation,1
2220,29,Travel_Frequently,Sales,3,2,Laboratory Technician,68110,0.0,15,2,8,7,3.0,4.0,3.0,3,3,Resignation,1
2221,54,Travel_Rarely,Sales,1,3,Manager,22970,6.0,18,2,20,12,4.0,4.0,2.0,2,3,,0
2222,58,Travel_Rarely,Sales,22,3,Laboratory Technician,24500,3.0,12,2,9,1,4.0,1.0,3.0,3,3,,0
2223,55,Travel_Rarely,Research & Development,7,3,Research Scientist,50930,2.0,16,3,7,0,2.0,4.0,4.0,3,3,,0
2224,36,Travel_Rarely,Research & Development,1,3,Sales Executive,53090,3.0,13,5,5,0,1.0,2.0,3.0,3,3,,0
2225,31,Travel_Frequently,Sales,4,3,Manager,30570,1.0,19,3,1,0,2.0,3.0,3.0,3,3,Fired,0
2226,30,Travel_Rarely,Sales,3,3,Sales Executive,51210,7.0,13,4,3,0,4.0,1.0,3.0,3,3,,0
2228,34,Travel_Frequently,Sales,2,1,Manager,26860,5.0,11,3,4,1,4.0,1.0,3.0,4,3,,0
2229,31,Travel_Rarely,Sales,20,3,Research Scientist,61800,1.0,14,2,1,0,1.0,2.0,4.0,1,3,Resignation,1
2230,27,Travel_Rarely,Human Resources,11,4,Sales Executive,66320,0.0,16,3,5,1,2.0,1.0,4.0,3,3,,0
2231,36,Travel_Rarely,Sales,1,3,Research Scientist,35050,1.0,12,2,10,1,1.0,4.0,2.0,2,3,,0
2232,36,Travel_Rarely,Research & Development,24,3,Research Director,63970,4.0,14,3,3,0,3.0,1.0,2.0,3,3,,0
2233,47,Travel_Rarely,Research & Development,23,4,Sales Executive,62740,7.0,14,0,6,1,1.0,4.0,2.0,3,3,,0
2234,25,Travel_Rarely,Sales,16,4,Research Scientist,198590,3.0,19,3,3,2,1.0,1.0,3.0,2,3,Fired,0
2235,37,Non-Travel,Sales,8,4,Healthcare Representative,75870,0.0,22,5,6,1,3.0,3.0,1.0,3,4,,0
2236,56,Travel_Rarely,Research & Development,10,4,Sales Representative,42580,2.0,16,2,3,1,1.0,1.0,4.0,3,3,,0
2237,47,Travel_Rarely,Research & Development,3,2,Laboratory Technician,43640,3.0,11,3,20,5,1.0,3.0,4.0,3,3,,0
2238,24,Travel_Rarely,Research & Development,5,1,Manufacturing Director,43350,1.0,15,5,5,0,4.0,3.0,3.0,3,3,,0
2239,32,Travel_Rarely,Sales,4,3,Research Scientist,53260,4.0,14,2,4,0,4.0,4.0,2.0,3,3,,0
2240,34,Travel_Rarely,Research & Development,9,2,Sales Executive,32800,5.0,13,3,5,0,4.0,2.0,2.0,3,3,,0
2241,41,Travel_Rarely,Research & Development,26,3,Sales Executive,54850,2.0,17,2,4,0,2.0,3.0,2.0,3,3,,0
2242,40,Non-Travel,Sales,3,2,Sales Executive,43420,3.0,11,6,8,0,3.0,3.0,4.0,2,3,,0
2243,31,Travel_Rarely,Research & Development,16,3,Human Resources,27820,1.0,19,5,13,9,1.0,4.0,3.0,3,3,,0
2244,46,Travel_Rarely,Research & Development,18,1,Manufacturing Director,59800,4.0,11,2,7,4,1.0,4.0,4.0,3,3,Resignation,1
2245,39,Non-Travel,Research & Development,2,4,Manufacturing Director,43810,2.0,15,1,1,0,1.0,1.0,4.0,2,3,Resignation,1
2246,31,Travel_Frequently,Sales,2,3,Sales Executive,25720,1.0,13,3,10,4,3.0,2.0,3.0,3,3,Resignation,1
2247,45,Travel_Rarely,Sales,10,2,Sales Executive,38330,2.0,14,1,7,0,2.0,1.0,3.0,3,3,,0
2248,31,Travel_Rarely,Research & Development,16,4,Human Resources,42440,9.0,13,3,3,0,4.0,2.0,3.0,3,3,,0
2249,31,Travel_Frequently,Research & Development,7,4,Laboratory Technician,65000,6.0,23,5,2,2,2.0,4.0,1.0,3,4,Resignation,1
2250,45,Travel_Rarely,Research & Development,1,2,Research Scientist,184300,4.0,12,5,3,1,2.0,4.0,4.0,3,3,,0
2251,48,Travel_Rarely,Research & Development,24,3,Research Scientist,16010,4.0,12,3,2,2,3.0,1.0,3.0,3,3,,0
2252,34,Travel_Rarely,Research & Development,7,4,Research Scientist,26940,1.0,16,3,2,2,1.0,3.0,3.0,3,3,Resignation,1
2253,40,Non-Travel,Research & Development,25,4,Sales Executive,31490,2.0,15,1,9,4,4.0,2.0,3.0,2,3,,0
2254,28,Travel_Rarely,Research & Development,1,2,Research Scientist,176390,0.0,13,0,5,1,4.0,1.0,3.0,3,3,,0
