EmployeeID,Age,BusinessTravel,Department,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
2195,38,Travel_Frequently,Research & Development,4.0,3.0,3.0,2,3
2195,38,Travel_Frequently,Research & Development,4.0,3.0,3.0,2,3
2196,34,Travel_Rarely,Research & Development,3.0,4.0,4.0,3,4
2196,34,Travel_Rarely,Research & Development,3.0,4.0,4.0,3,4
2197,28,Travel_Rarely,Research & Development,3.0,1.0,3.0,3,3
2197,28,Travel_Rarely,Research & Development,3.0,1.0,3.0,3,3
6608,31,Travel_Rarely,Research & Development,4.0,3.0,2.0,2,3
2199,39,Travel_Rarely,Research & Development,1.0,4.0,4.0,3,3
2199,39,Travel_Rarely,Research & Development,1.0,4.0,4.0,3,3
2200,51,Travel_Frequently,Research & Development,2.0,2.0,3.0,2,3
2200,51,Travel_Frequently,Research & Development,2.0,2.0,3.0,2,3
2201,41,Travel_Frequently,Research & Development,4.0,4.0,2.0,3,3
2201,41,Travel_Frequently,Research & Development,4.0,4.0,2.0,3,3
2202,37,Travel_Rarely,Research & Development,3.0,3.0,3.0,4,3
2202,37,Travel_Rarely,Research & Development,3.0,3.0,3.0,4,3
2203,33,Travel_Frequently,Research & Development,2.0,4.0,4.0,3,3
2203,33,Travel_Frequently,Research & Development,2.0,4.0,4.0,3,3
2204,32,Travel_Rarely,Research & Development,3.0,2.0,2.0,3,3
2204,32,Travel_Rarely,Research & Development,3.0,2.0,2.0,3,3
2205,39,Non-Travel,Research & Development,3.0,3.0,3.0,3,3
2205,39,Non-Travel,Research & Development,3.0,3.0,3.0,3,3
2206,25,Travel_Rarely,Research & Development,1.0,3.0,2.0,2,3
2206,25,Travel_Rarely,Research & Development,1.0,3.0,2.0,2,3
2207,52,Travel_Frequently,Research & Development,4.0,3.0,2.0,3,3
2207,52,Travel_Frequently,Research & Development,4.0,3.0,2.0,3,3
2208,43,Travel_Rarely,Research & Development,1.0,3.0,1.0,3,3
2208,43,Travel_Rarely,Research & Development,1.0,3.0,1.0,3,3
2209,27,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
2209,27,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
6620,27,Travel_Rarely,Research & Development,4.0,3.0,3.0,4,3
2211,26,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,4
2211,26,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,4
2212,42,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
2212,42,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
2213,52,Travel_Rarely,Research & Development,3.0,1.0,1.0,3,3
2213,52,Travel_Rarely,Research & Development,3.0,1.0,1.0,3,3
2214,37,Travel_Rarely,Research & Development,1.0,3.0,3.0,3,3
2214,37,Travel_Rarely,Research & Development,1.0,3.0,3.0,3,3
2215,35,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
2215,35,Travel_Frequently,Research & Development,3.0,4.0,3.0,3,3
2216,25,Travel_Rarely,Research & Development,1.0,4.0,2.0,1,3
2216,25,Travel_Rarely,Research & Development,1.0,4.0,2.0,1,3
2217,26,Travel_Rarely,Research & Development,3.0,1.0,3.0,2,4
2217,26,Travel_Rarely,Research & Development,3.0,1.0,3.0,2,4
2218,29,Travel_Rarely,Sales,2.0,1.0,2.0,2,3
2218,29,Travel_Rarely,Sales,2.0,1.0,2.0,2,3
6629,49,Travel_Frequently,Sales,1.0,1.0,3.0,3,3
6630,29,Travel_Frequently,Sales,3.0,4.0,3.0,3,3
2221,54,Travel_Rarely,Sales,4.0,4.0,2.0,2,3
2221,54,Travel_Rarely,Sales,4.0,4.0,2.0,2,3
2222,58,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
2222,58,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
2223,55,Travel_Rarely,Research & Development,2.0,4.0,4.0,3,3
2223,55,Travel_Rarely,Research & Development,2.0,4.0,4.0,3,3
2224,36,Travel_Rarely,Research & Development,1.0,2.0,3.0,3,3
2224,36,Travel_Rarely,Research & Development,1.0,2.0,3.0,3,3
6635,31,Travel_Frequently,Sales,2.0,3.0,3.0,3,3
2226,30,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
2226,30,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
2227,31,Travel_Rarely,Research & Development,1.0,2.0,,3,3
2227,31,Travel_Rarely,Research & Development,1.0,2.0,,3,3
2228,34,Travel_Frequently,Sales,4.0,1.0,3.0,4,3
2228,34,Travel_Frequently,Sales,4.0,1.0,3.0,4,3
6639,31,Travel_Rarely,Sales,1.0,2.0,4.0,1,3
2230,27,Travel_Rarely,Human Resources,2.0,1.0,4.0,3,3
2230,27,Travel_Rarely,Human Resources,2.0,1.0,4.0,3,3
2231,36,Travel_Rarely,Sales,1.0,4.0,2.0,2,3
2231,36,Travel_Rarely,Sales,1.0,4.0,2.0,2,3
2232,36,Travel_Rarely,Research & Development,3.0,1.0,2.0,3,3
2232,36,Travel_Rarely,Research & Development,3.0,1.0,2.0,3,3
2233,47,Travel_Rarely,Research & Development,1.0,4.0,2.0,3,3
2233,47,Travel_Rarely,Research & Development,1.0,4.0,2.0,3,3
6644,25,Travel_Rarely,Sales,1.0,1.0,3.0,2,3
2235,37,Non-Travel,Sales,3.0,3.0,1.0,3,4
2235,37,Non-Travel,Sales,3.0,3.0,1.0,3,4
2236,56,Travel_Rarely,Research & Development,1.0,1.0,4.0,3,3
2236,56,Travel_Rarely,Research & Development,1.0,1.0,4.0,3,3
2237,47,Travel_Rarely,Research & Development,1.0,3.0,4.0,3,3
2237,47,Travel_Rarely,Research & Development,1.0,3.0,4.0,3,3
2238,24,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
2238,24,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
2239,32,Travel_Rarely,Sales,4.0,4.0,2.0,3,3
2239,32,Travel_Rarely,Sales,4.0,4.0,2.0,3,3
2240,34,Travel_Rarely,Research & Development,4.0,2.0,2.0,3,3
2240,34,Travel_Rarely,Research & Development,4.0,2.0,2.0,3,3
2241,41,Travel_Rarely,Research & Development,2.0,3.0,2.0,3,3
2241,41,Travel_Rarely,Research & Development,2.0,3.0,2.0,3,3
2242,40,Non-Travel,Sales,3.0,3.0,4.0,2,3
2242,40,Non-Travel,Sales,3.0,3.0,4.0,2,3
2243,31,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,3
2243,31,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,3
6654,46,Travel_Rarely,Research & Development,1.0,4.0,4.0,3,3
6655,39,Non-Travel,Research & Development,1.0,1.0,4.0,2,3
6656,31,Travel_Frequently,Sales,3.0,2.0,3.0,3,3
2247,45,Travel_Rarely,Sales,2.0,1.0,3.0,3,3
2247,45,Travel_Rarely,Sales,2.0,1.0,3.0,3,3
2248,31,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
2248,31,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
6659,31,Travel_Frequently,Research & Development,2.0,4.0,1.0,3,4
2250,45,Travel_Rarely,Research & Development,2.0,4.0,4.0,3,3
2250,45,Travel_Rarely,Research & Development,2.0,4.0,4.0,3,3
2251,48,Travel_Rarely,Research & Development,3.0,1.0,3.0,3,3
2251,48,Travel_Rarely,Research & Development,3.0,1.0,3.0,3,3
6662,34,Travel_Rarely,Research & Development,1.0,3.0,3.0,3,3
2253,40,Non-Travel,Research & Development,4.0,2.0,3.0,2,3
2253,40,Non-Travel,Research & Development,4.0,2.0,3.0,2,3
2254,28,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2254,28,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2255,44,Non-Travel,Research & Development,3.0,3.0,3.0,2,3
2255,44,Non-Travel,Research & Development,3.0,3.0,3.0,2,3
2256,53,Travel_Rarely,Research & Development,4.0,2.0,2.0,3,4
2256,53,Travel_Rarely,Research & Development,4.0,2.0,2.0,3,4
2257,49,Travel_Rarely,Research & Development,1.0,3.0,2.0,1,3
2257,49,Travel_Rarely,Research & Development,1.0,3.0,2.0,1,3
2258,40,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
2258,40,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
2259,44,Travel_Rarely,Research & Development,4.0,2.0,2.0,4,3
2259,44,Travel_Rarely,Research & Development,4.0,2.0,2.0,4,3
2260,33,Travel_Frequently,Human Resources,4.0,1.0,3.0,3,3
2260,33,Travel_Frequently,Human Resources,4.0,1.0,3.0,3,3
2261,34,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2261,34,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2262,30,Travel_Rarely,Sales,4.0,3.0,2.0,3,4
2262,30,Travel_Rarely,Sales,4.0,3.0,2.0,3,4
2263,42,Travel_Frequently,Research & Development,1.0,4.0,3.0,3,4
2263,42,Travel_Frequently,Research & Development,1.0,4.0,3.0,3,4
2264,44,Travel_Frequently,Research & Development,1.0,3.0,2.0,3,3
2264,44,Travel_Frequently,Research & Development,1.0,3.0,2.0,3,3
2265,30,Non-Travel,Research & Development,3.0,3.0,2.0,3,3
2265,30,Non-Travel,Research & Development,3.0,3.0,2.0,3,3
2266,57,Travel_Rarely,Sales,2.0,3.0,2.0,2,3
2266,57,Travel_Rarely,Sales,2.0,3.0,2.0,2,3
2267,49,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,3
2267,49,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,3
2268,34,Travel_Frequently,Research & Development,2.0,1.0,2.0,3,4
2268,34,Travel_Frequently,Research & Development,2.0,1.0,2.0,3,4
6679,28,Travel_Frequently,Research & Development,1.0,3.0,4.0,3,4
6680,29,Travel_Frequently,Research & Development,1.0,2.0,1.0,3,3
6681,34,Travel_Rarely,Research & Development,1.0,2.0,4.0,3,3
2272,35,Travel_Rarely,Sales,4.0,3.0,3.0,2,3
2272,35,Travel_Rarely,Sales,4.0,3.0,3.0,2,3
6683,24,Travel_Frequently,Sales,2.0,1.0,2.0,2,3
2274,24,Non-Travel,Research & Development,4.0,2.0,3.0,1,3
2274,24,Non-Travel,Research & Development,4.0,2.0,3.0,1,3
2275,44,Travel_Frequently,Research & Development,2.0,3.0,2.0,2,4
2275,44,Travel_Frequently,Research & Development,2.0,3.0,2.0,2,4
2276,29,Travel_Rarely,Sales,3.0,3.0,3.0,3,3
2276,29,Travel_Rarely,Sales,3.0,3.0,3.0,3,3
2277,30,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
2277,30,Travel_Rarely,Research & Development,3.0,3.0,4.0,3,3
2278,55,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
2278,55,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
2279,33,Travel_Rarely,Research & Development,1.0,2.0,3.0,3,4
2279,33,Travel_Rarely,Research & Development,1.0,2.0,3.0,3,4
2280,47,Travel_Rarely,Research & Development,3.0,3.0,2.0,2,3
2280,47,Travel_Rarely,Research & Development,3.0,3.0,2.0,2,3
6691,28,Travel_Frequently,Sales,3.0,1.0,2.0,3,3
2282,28,Travel_Rarely,Sales,1.0,3.0,1.0,2,3
2282,28,Travel_Rarely,Sales,1.0,3.0,1.0,2,3
2283,28,Travel_Frequently,Research & Development,3.0,1.0,3.0,3,3
2283,28,Travel_Frequently,Research & Development,3.0,1.0,3.0,3,3
2284,49,Travel_Rarely,Research & Development,3.0,1.0,3.0,3,3
2284,49,Travel_Rarely,Research & Development,3.0,1.0,3.0,3,3
2285,29,Travel_Frequently,Research & Development,4.0,2.0,3.0,1,3
2285,29,Travel_Frequently,Research & Development,4.0,2.0,3.0,1,3
2286,28,Travel_Rarely,Research & Development,3.0,2.0,2.0,2,3
2286,28,Travel_Rarely,Research & Development,3.0,2.0,2.0,2,3
2287,33,Travel_Rarely,Research & Development,4.0,3.0,3.0,2,3
2287,33,Travel_Rarely,Research & Development,4.0,3.0,3.0,2,3
2288,32,Travel_Rarely,Research & Development,3.0,4.0,4.0,2,4
2288,32,Travel_Rarely,Research & Development,3.0,4.0,4.0,2,4
2289,54,Travel_Frequently,Sales,2.0,4.0,3.0,2,3
2289,54,Travel_Frequently,Sales,2.0,4.0,3.0,2,3
6700,29,Travel_Rarely,Research & Development,1.0,1.0,1.0,3,3
2291,44,Travel_Rarely,Sales,4.0,1.0,4.0,2,3
2291,44,Travel_Rarely,Sales,4.0,1.0,4.0,2,3
2292,39,Travel_Rarely,Sales,2.0,2.0,3.0,4,3
2292,39,Travel_Rarely,Sales,2.0,2.0,3.0,4,3
2293,46,Travel_Rarely,Research & Development,3.0,2.0,4.0,2,3
2293,46,Travel_Rarely,Research & Development,3.0,2.0,4.0,2,3
2294,35,Travel_Rarely,Research & Development,4.0,2.0,1.0,4,3
2294,35,Travel_Rarely,Research & Development,4.0,2.0,1.0,4,3
2295,23,Travel_Rarely,Research & Development,1.0,3.0,3.0,2,3
2295,23,Travel_Rarely,Research & Development,1.0,3.0,3.0,2,3
6706,40,Travel_Rarely,Research & Development,4.0,1.0,1.0,4,3
2297,34,Travel_Rarely,Human Resources,4.0,3.0,3.0,3,3
2297,34,Travel_Rarely,Human Resources,4.0,3.0,3.0,3,3
6708,31,Travel_Frequently,Research & Development,4.0,3.0,1.0,2,3
2299,50,Travel_Frequently,Research & Development,3.0,4.0,3.0,2,3
2299,50,Travel_Frequently,Research & Development,3.0,4.0,3.0,2,3
2300,34,Travel_Rarely,Sales,2.0,3.0,3.0,3,3
2300,34,Travel_Rarely,Sales,2.0,3.0,3.0,3,3
2301,42,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,3
2301,42,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,3
2302,37,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,3
2302,37,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,3
2303,29,Travel_Rarely,Research & Development,3.0,1.0,3.0,4,3
2303,29,Travel_Rarely,Research & Development,3.0,1.0,3.0,4,3
2304,33,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
2304,33,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
2305,45,Travel_Rarely,Sales,4.0,4.0,3.0,2,4
2305,45,Travel_Rarely,Sales,4.0,4.0,3.0,2,4
2306,42,Travel_Frequently,Human Resources,4.0,4.0,1.0,3,3
2306,42,Travel_Frequently,Human Resources,4.0,4.0,1.0,3,3
2307,40,Travel_Rarely,Sales,1.0,1.0,4.0,4,3
2307,40,Travel_Rarely,Sales,1.0,1.0,4.0,4,3
2308,33,Travel_Rarely,Research & Development,2.0,3.0,3.0,2,3
2308,33,Travel_Rarely,Research & Development,2.0,3.0,3.0,2,3
2309,40,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
2309,40,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
2310,24,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
2310,24,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
2311,40,Non-Travel,Research & Development,4.0,4.0,,2,3
2311,40,Non-Travel,Research & Development,4.0,4.0,,2,3
2312,45,Travel_Rarely,Research & Development,1.0,2.0,3.0,4,4
2312,45,Travel_Rarely,Research & Development,1.0,2.0,3.0,4,4
2313,35,Travel_Rarely,Research & Development,2.0,3.0,3.0,4,3
2313,35,Travel_Rarely,Research & Development,2.0,3.0,3.0,4,3
2314,32,Travel_Rarely,Research & Development,4.0,2.0,3.0,4,4
2314,32,Travel_Rarely,Research & Development,4.0,2.0,3.0,4,4
2315,36,Travel_Rarely,Sales,3.0,4.0,2.0,2,3
2315,36,Travel_Rarely,Sales,3.0,4.0,2.0,2,3
2316,48,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
2316,48,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
2317,29,Travel_Rarely,Research & Development,3.0,3.0,2.0,4,3
2317,29,Travel_Rarely,Research & Development,3.0,3.0,2.0,4,3
2318,33,Travel_Rarely,Research & Development,1.0,1.0,1.0,2,4
2318,33,Travel_Rarely,Research & Development,1.0,1.0,1.0,2,4
6729,30,Travel_Rarely,Research & Development,2.0,1.0,3.0,3,3
2320,38,Travel_Frequently,Sales,3.0,3.0,3.0,3,3
2320,38,Travel_Frequently,Sales,3.0,3.0,3.0,3,3
2321,35,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
2321,35,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
2322,30,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,3
2322,30,Travel_Rarely,Research & Development,3.0,2.0,3.0,3,3
6733,35,Travel_Rarely,Research & Development,1.0,1.0,3.0,1,3
6734,53,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,4
6735,38,Travel_Rarely,Research & Development,3.0,2.0,3.0,2,3
2326,32,Non-Travel,Research & Development,4.0,1.0,2.0,3,3
2326,32,Non-Travel,Research & Development,4.0,1.0,2.0,3,3
2327,48,Travel_Rarely,Research & Development,3.0,1.0,2.0,3,3
2327,48,Travel_Rarely,Research & Development,3.0,1.0,2.0,3,3
2328,34,Travel_Rarely,Research & Development,1.0,4.0,1.0,3,3
2328,34,Travel_Rarely,Research & Development,1.0,4.0,1.0,3,3
2329,55,Travel_Rarely,Research & Development,3.0,4.0,3.0,2,3
2329,55,Travel_Rarely,Research & Development,3.0,4.0,3.0,2,3
2330,34,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,3
2330,34,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,3
2331,26,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,3
2331,26,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,3
2332,38,Travel_Rarely,Sales,3.0,2.0,3.0,4,4
2332,38,Travel_Rarely,Sales,3.0,2.0,3.0,4,4
2333,38,Travel_Rarely,Research & Development,2.0,2.0,4.0,2,3
2333,38,Travel_Rarely,Research & Development,2.0,2.0,4.0,2,3
2334,36,Travel_Rarely,Human Resources,2.0,3.0,3.0,3,3
2334,36,Travel_Rarely,Human Resources,2.0,3.0,3.0,3,3
2335,29,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,3
2335,29,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,3
2336,35,Travel_Rarely,Sales,1.0,3.0,3.0,4,3
2336,35,Travel_Rarely,Sales,1.0,3.0,3.0,4,3
2337,39,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
2337,39,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
2338,29,Travel_Frequently,Research & Development,1.0,4.0,4.0,3,4
2338,29,Travel_Frequently,Research & Development,1.0,4.0,4.0,3,4
2339,50,Travel_Rarely,Research & Development,3.0,3.0,3.0,1,3
2339,50,Travel_Rarely,Research & Development,3.0,3.0,3.0,1,3
2340,23,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
2340,23,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
2341,36,Travel_Frequently,Sales,1.0,1.0,3.0,3,3
2341,36,Travel_Frequently,Sales,1.0,1.0,3.0,3,3
2342,42,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
2342,42,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
2343,35,Travel_Rarely,Sales,2.0,3.0,2.0,3,3
2343,35,Travel_Rarely,Sales,2.0,3.0,2.0,3,3
2344,34,Travel_Frequently,Research & Development,4.0,3.0,2.0,3,3
2344,34,Travel_Frequently,Research & Development,4.0,3.0,2.0,3,3
2345,40,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2345,40,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2346,43,Travel_Rarely,Research & Development,4.0,2.0,3.0,4,4
2346,43,Travel_Rarely,Research & Development,4.0,2.0,3.0,4,4
2347,35,Travel_Rarely,Sales,3.0,4.0,2.0,2,3
2347,35,Travel_Rarely,Sales,3.0,4.0,2.0,2,3
2348,46,Travel_Rarely,Research & Development,4.0,1.0,1.0,3,3
2348,46,Travel_Rarely,Research & Development,4.0,1.0,1.0,3,3
6759,28,Travel_Rarely,Human Resources,3.0,2.0,3.0,3,3
2350,22,Non-Travel,Sales,2.0,3.0,2.0,2,3
2350,22,Non-Travel,Sales,2.0,3.0,2.0,2,3
2351,50,Travel_Frequently,Research & Development,2.0,3.0,3.0,2,4
2351,50,Travel_Frequently,Research & Development,2.0,3.0,3.0,2,4
2352,32,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
2352,32,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
2353,44,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,4
2353,44,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,4
2354,30,Travel_Rarely,Research & Development,2.0,2.0,2.0,3,3
2354,30,Travel_Rarely,Research & Development,2.0,2.0,2.0,3,3
2355,45,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
2355,45,Travel_Rarely,Sales,3.0,1.0,3.0,3,3
2356,45,Non-Travel,Sales,1.0,1.0,3.0,2,3
2356,45,Non-Travel,Sales,1.0,1.0,3.0,2,3
2357,31,Travel_Frequently,Research & Development,4.0,1.0,3.0,3,4
2357,31,Travel_Frequently,Research & Development,4.0,1.0,3.0,3,4
2358,36,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
2358,36,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
2359,34,Travel_Frequently,Sales,3.0,4.0,3.0,2,3
2359,34,Travel_Frequently,Sales,3.0,4.0,3.0,2,3
2360,49,Travel_Rarely,Research & Development,3.0,1.0,2.0,3,3
2360,49,Travel_Rarely,Research & Development,3.0,1.0,2.0,3,3
2361,39,Travel_Rarely,Research & Development,2.0,1.0,3.0,3,3
2361,39,Travel_Rarely,Research & Development,2.0,1.0,3.0,3,3
2362,27,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2362,27,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2363,35,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,4
2363,35,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,4
2364,28,Travel_Rarely,Research & Development,2.0,1.0,2.0,3,3
2364,28,Travel_Rarely,Research & Development,2.0,1.0,2.0,3,3
2365,21,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,3
2365,21,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,3
6776,18,Travel_Frequently,Research & Development,2.0,4.0,4.0,2,3
2367,47,Travel_Rarely,Research & Development,4.0,3.0,3.0,2,3
2367,47,Travel_Rarely,Research & Development,4.0,3.0,3.0,2,3
2368,39,Travel_Rarely,Sales,3.0,3.0,3.0,3,3
2368,39,Travel_Rarely,Sales,3.0,3.0,3.0,3,3
2369,40,Travel_Rarely,Research & Development,1.0,3.0,3.0,3,3
2369,40,Travel_Rarely,Research & Development,1.0,3.0,3.0,3,3
2370,35,Non-Travel,Research & Development,3.0,3.0,3.0,3,3
2370,35,Non-Travel,Research & Development,3.0,3.0,3.0,3,3
2371,37,Travel_Rarely,Research & Development,3.0,3.0,2.0,4,3
2371,37,Travel_Rarely,Research & Development,3.0,3.0,2.0,4,3
2372,39,Travel_Frequently,Research & Development,1.0,3.0,1.0,3,3
2372,39,Travel_Frequently,Research & Development,1.0,3.0,1.0,3,3
2373,45,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
2373,45,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
2374,38,Travel_Rarely,Research & Development,4.0,3.0,4.0,3,3
2374,38,Travel_Rarely,Research & Development,4.0,3.0,4.0,3,3
6785,35,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2376,37,Travel_Rarely,Research & Development,2.0,2.0,1.0,3,3
2376,37,Travel_Rarely,Research & Development,2.0,2.0,1.0,3,3
2377,40,Travel_Rarely,Research & Development,3.0,4.0,2.0,2,3
2377,40,Travel_Rarely,Research & Development,3.0,4.0,2.0,2,3
2378,44,Travel_Frequently,Sales,1.0,4.0,3.0,2,3
2378,44,Travel_Frequently,Sales,1.0,4.0,3.0,2,3
2379,48,Travel_Frequently,Sales,3.0,4.0,3.0,3,3
2379,48,Travel_Frequently,Sales,3.0,4.0,3.0,3,3
6790,35,Travel_Rarely,Research & Development,,4.0,2.0,1,3
2381,24,Travel_Frequently,Research & Development,1.0,4.0,3.0,3,4
2381,24,Travel_Frequently,Research & Development,1.0,4.0,3.0,3,4
2382,27,Travel_Rarely,Sales,2.0,3.0,3.0,1,3
2382,27,Travel_Rarely,Sales,2.0,3.0,3.0,1,3
2383,27,Travel_Frequently,Research & Development,4.0,4.0,2.0,3,4
2383,27,Travel_Frequently,Research & Development,4.0,4.0,2.0,3,4
6794,40,Travel_Rarely,Sales,1.0,1.0,1.0,3,3
2385,29,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,3
2385,29,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,3
2386,36,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,4
2386,36,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,4
2387,25,Travel_Frequently,Sales,4.0,3.0,3.0,2,3
2387,25,Travel_Frequently,Sales,4.0,3.0,3.0,2,3
2388,39,Travel_Rarely,Sales,4.0,2.0,3.0,3,3
2388,39,Travel_Rarely,Sales,4.0,2.0,3.0,3,3
2389,49,Travel_Rarely,Sales,1.0,2.0,3.0,2,4
2389,49,Travel_Rarely,Sales,1.0,2.0,3.0,2,4
2390,50,Travel_Rarely,Research & Development,4.0,1.0,3.0,2,3
2390,50,Travel_Rarely,Research & Development,4.0,1.0,3.0,2,3
2391,20,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
2391,20,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
2392,34,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
2392,34,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
2393,36,Travel_Rarely,Research & Development,1.0,2.0,3.0,3,3
2393,36,Travel_Rarely,Research & Development,1.0,2.0,3.0,3,3
2394,49,Travel_Rarely,Human Resources,3.0,3.0,3.0,3,3
2394,49,Travel_Rarely,Human Resources,3.0,3.0,3.0,3,3
2395,36,Non-Travel,Research & Development,4.0,3.0,,3,3
2395,36,Non-Travel,Research & Development,4.0,3.0,,3,3
2396,36,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2396,36,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
2397,54,Travel_Rarely,Sales,2.0,3.0,3.0,3,3
2397,54,Travel_Rarely,Sales,2.0,3.0,3.0,3,3
2398,43,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
2398,43,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
6809,35,Travel_Frequently,Research & Development,4.0,4.0,4.0,2,3
2400,38,Travel_Frequently,Research & Development,4.0,4.0,4.0,3,3
2400,38,Travel_Frequently,Research & Development,4.0,4.0,4.0,3,3
2401,29,Travel_Rarely,Research & Development,1.0,2.0,2.0,2,3
2401,29,Travel_Rarely,Research & Development,1.0,2.0,2.0,2,3
2402,33,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
2402,33,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
2403,32,Travel_Rarely,Research & Development,4.0,2.0,2.0,3,3
2403,32,Travel_Rarely,Research & Development,4.0,2.0,2.0,3,3
2404,31,Travel_Rarely,Research & Development,1.0,4.0,3.0,2,3
2404,31,Travel_Rarely,Research & Development,1.0,4.0,3.0,2,3
2405,49,Travel_Rarely,Research & Development,4.0,1.0,2.0,2,3
2405,49,Travel_Rarely,Research & Development,4.0,1.0,2.0,2,3
2406,38,Travel_Frequently,Sales,4.0,2.0,3.0,3,3
2406,38,Travel_Frequently,Sales,4.0,2.0,3.0,3,3
